,YEAR,FOCAL_DEPTH,EQ_PRIMARY,LATITUDE,LONGITUDE
3910,1965,20,7.6,50.32,177.93
3911,1965,78,7.1,38.6,22.4
3912,1965,34,6.2,37.7,21.8
3913,1965,36,6.0,34.9,138.0
3914,1965,59,6.6,47.4,-122.3
3915,1965,23,6.0,13.5,-89.3
3916,1965,,7.2,44.7,148.7
3917,1965,40,6.0,28.1,55.9
3918,1965,40,6.5,53.03,-167.55
3919,1965,15,6.1,22.4,101.6
3920,1965,18,6.3,38.267,22.3
3921,1965,13,7.6,-15.8,167.2
3922,1965,33,7.3,-15.9,166.8
3923,1965,28,7.8,16.3,-95.8
3924,1965,28,6.5,-42.9,-75.13
3925,1965,,6.6,43.9,87.8
3926,1966,,5.1,27.9,99.7
3927,1966,38,6.3,39.2,22.0
3928,1966,,6.5,26.1,103.1
3929,1966,,6.2,26.1,103.1
3930,1966,,5.2,37.47,115.03
3931,1966,38,6.0,39.1,41.6
3932,1966,8,7.4,37.35,114.92
3933,1966,48,8.0,24.1,122.6
3934,1966,,5.6,37.27,114.97
3935,1966,36,7.0,0.6,30.2
3936,1966,15,7.6,37.5,115.1
3937,1966,,6.2,37.68,115.27
3938,1966,,5.3,37.25,114.78
3940,1966,41,4.8,38.0,42.6
3941,1966,31,7.1,-10.343,160.883
3942,1966,23,6.3,29.554,80.854
3944,1966,64,4.6,38.9,41.3
3945,1966,33,5.5,44.75,37.0
3946,1966,53,5.6,28.7,78.9
3947,1966,24,6.8,39.2,41.6
3948,1966,17,5.9,37.5,22.1
3949,1966,8,5.2,4.6,-73.9
3950,1966,,5.4,24.0,97.7
3951,1966,12,5.0,10.8,-69.5
3952,1966,,6.4,27.5,100.1
3953,1966,,5.2,43.83,125.12
3954,1966,38,8.1,-10.748,-78.638
3955,1966,20,5.7,39.2,21.2
3956,1966,47,7.8,-25.5,-70.7
3957,1966,83,7.8,-11.893,166.445
3958,1966,23,7.2,-12.334,166.684
3959,1967,10,6.0,38.4,22.0
3960,1967,35,7.5,48.1,102.8
3961,1967,,5.5,30.2,104.1
3962,1967,33,5.6,40.0,20.2
3963,1967,60,6.8,2.9,-74.9
3964,1967,80,6.8,-9.2,113.1
3965,1967,38,7.0,45.53,151.11
3966,1967,30,6.3,38.5,116.5
3967,1967,33,5.5,-3.7,119.3
3968,1967,100,6.1,5.5,97.3
3969,1967,55,5.9,39.5,21.2
3970,1967,13,5.0,35.5,-0.1
3971,1967,4,7.3,40.7,30.8
3972,1967,8,6.2,39.5,40.4
3973,1967,161,6.8,6.8,-73.0
3974,1967,10,6.5,10.6,-67.3
3975,1967,15,5.3,43.2,-0.5
3976,1967,30,6.4,-4.4,152.5
3977,1967,10,6.8,31.6,100.3
3978,1967,40,7.0,-10.6,-79.8
3979,1967,65,7.0,24.5,122.2
3980,1967,35,5.9,-28.78,-71.19
3981,1967,29,6.5,41.5,20.5
3982,1967,25,5.7,37.717,115.217
3983,1967,33,6.5,17.7,73.9
3984,1967,30,5.4,36.467,111.217
3985,1967,33,7.5,-21.7,-69.5
3986,1968,5,4.6,12.1,-86.2
3987,1968,33,6.0,37.9,13.1
3988,1968,33,5.1,37.8,13.2
3989,1968,40,7.3,43.586,146.701
3990,1968,74,7.8,-5.5,153.2
3991,1968,15,7.2,39.368,24.957
3992,1968,3,6.3,32.0,130.6
3993,1968,,4.9,36.08,5.07
3994,1968,,7.6,37.7,-29.4
3995,1968,33,4.6,-0.6,34.4
3996,1968,30,7.5,32.3,132.5
3997,1968,7,4.6,44.08,8.0
3998,1968,34,5.3,39.2,44.3
4000,1968,7,8.2,40.8,143.2
4001,1968,33,7.5,41.5,142.7
4002,1968,21,7.1,-41.7,172.0
4003,1968,65,7.7,-2.9,139.3
4004,1968,,5.0,39.1,46.1
4005,1968,44,7.2,39.4,143.1
4006,1968,33,7.0,-5.6,-77.2
4007,1968,32,5.3,29.8,51.2
4008,1968,60,7.3,-30.8,-178.4
4009,1968,36,7.3,16.5,122.2
4010,1968,36,7.5,16.5,-97.8
4012,1968,25,7.6,1.4,126.2
4013,1968,23,7.4,0.2,119.8
4014,1968,13,7.3,34.0,59.0
4015,1968,24,5.0,39.1,46.2
4016,1968,15,6.5,34.0,58.2
4017,1968,38,6.6,41.8,32.3
4018,1968,15,5.4,33.9,58.2
4019,1968,107,6.2,10.5,-62.6
4020,1968,14,5.1,39.2,40.1
4021,1968,114,5.7,15.5,-92.7
4022,1968,516,7.5,26.3,140.6
4023,1968,5,6.9,-31.6,117.0
4024,1968,21,7.5,-3.4,143.3
4025,1968,17,5.3,42.1,19.3
4026,1969,11,5.6,37.1,57.9
4027,1969,47,7.5,-7.9,158.9
4028,1969,204,7.6,45.0,143.2
4029,1969,70,7.5,4.8,127.4
4030,1969,10,6.3,41.45,79.367
4031,1969,13,7.4,-3.1,118.9
4032,1969,22,7.8,36.017,-10.95
4033,1969,12,5.6,39.2,28.5
4034,1969,9,6.5,38.6,28.4
4035,1969,35,6.2,11.9,41.21
4036,1969,33,7.0,27.7,34.0
4037,1969,33,5.5,40.7,19.8
4039,1969,9,5.1,39.2,28.6
4040,1969,6,7.4,38.2,119.4
4041,1969,1,5.9,-11.9,-75.1
4042,1969,5,6.4,22.317,111.8
4043,1969,17,5.4,-6.6,146.9
4044,1969,33,4.7,43.2,12.4
4045,1969,30,8.2,43.6,147.9
4046,1969,,5.5,39.7,74.8
4047,1969,33,6.3,-32.9,19.7
4048,1969,43,6.2,-11.7,-75.1
4049,1969,10,4.8,38.467,-122.692
4050,1969,33,5.8,-33.1,19.6
4051,1969,33,6.0,44.9,17.3
4052,1969,33,6.4,44.9,17.2
4053,1969,20,7.7,2.1,94.6
4054,1969,51,7.3,57.7,163.6
4055,1969,27,4.2,-0.8,-78.3
4056,1969,7,7.2,15.8,-59.7
4057,1970,31,7.8,24.1,102.5
4058,1970,73,7.6,6.8,126.7
4059,1970,11,7.1,12.6,122.1
4060,1970,35,5.4,-9.9,-75.6
4061,1970,29,6.0,57.5,-153.9
4062,1970,23,4.8,38.6,44.7
4063,1970,3,5.4,21.7,73.0
4064,1970,20,7.4,39.2,29.5
4065,1970,40,7.3,15.78,121.71
4066,1970,18,5.7,39.1,28.7
4067,1970,17,5.7,43.0,47.0
4068,1970,44,6.5,43.0,47.1
4069,1970,43,7.9,-9.2,-78.8
4070,1970,20,6.6,42.5,78.8
4071,1970,33,7.6,-59.1,157.8
4072,1970,10,6.0,-52.0,-73.8
4073,1970,44,6.4,-22.28,-70.55
4074,1970,12,7.5,51.8,-131.0
4075,1970,27,4.9,38.8,36.7
4076,1970,34,7.0,32.2,131.7
4077,1970,16,6.7,37.8,55.9
4078,1970,651,7.1,-1.5,-72.6
4079,1970,39,7.5,-14.095,166.57
4080,1970,5,5.5,44.0,16.0
4081,1970,8,6.6,6.2,-77.6
4082,1970,,5.1,-44.64,173.62
4083,1970,33,5.3,20.6,122.0
4084,1970,8,7.3,-4.907,145.471
4085,1970,33,6.0,-20.94,-69.81
4086,1970,7,5.1,43.84,39.34
4087,1970,25,7.6,-4.0,-80.7
4088,1971,34,8.1,-3.1,139.7
4089,1971,40,7.1,0.6,98.8
4090,1971,33,4.6,42.5,11.8
4091,1971,8,6.5,34.412,-118.4
4092,1971,39,5.3,36.6,55.6
4093,1971,10,5.1,29.8,51.9
4094,1971,44,5.9,28.3,55.6
4095,1971,43,7.1,51.4,-177.2
4096,1971,23,5.9,37.6,29.8
4097,1971,3,6.7,38.8,40.5
4098,1971,57,6.1,18.0,-69.8
4099,1971,35,5.2,-7.2,109.1
4100,1971,93,6.3,-25.5,-69.2
4101,1971,58,7.8,-32.5,-71.2
4102,1971,47,7.9,-5.5,153.9
4103,1971,7,5.2,44.8,10.3
4104,1971,48,7.9,-4.9,153.2
4105,1971,135,6.3,-2.7,-77.4
4106,1971,51,7.3,41.4,143.5
4107,1971,27,5.3,36.3,52.7
4108,1971,,5.9,28.9,103.7
4109,1971,45,4.8,30.0,50.7
4110,1971,9,7.1,46.5,141.2
4111,1971,29,5.5,46.7,141.4
4112,1971,6,6.6,46.4,141.2
4113,1971,16,6.2,46.3,140.9
4114,1971,115,7.0,-6.5,146.6
4115,1971,21,6.1,46.4,141.1
4116,1971,54,5.7,-14.1,-73.3
4117,1971,40,7.1,-15.5,167.2
4118,1971,2,5.7,51.5,179.1
4119,1971,106,6.3,52.9,159.2
4120,1971,33,7.8,56.0,163.3
4121,1972,33,7.6,22.6,122.1
4122,1972,33,7.5,22.5,122.3
4123,1972,33,7.7,23.0,122.2
4124,1972,25,4.8,43.8,13.3
4125,1972,21,4.5,29.7,50.9
4126,1972,56,7.2,33.3,140.8
4127,1972,64,6.1,-6.8,-76.8
4128,1972,11,6.9,28.4,52.8
4129,1972,33,6.9,23.6,121.6
4130,1972,50,7.2,13.4,120.3
4131,1972,39,6.6,-30.5,-71.8
4132,1972,325,7.8,3.9,124.3
4133,1972,4,4.4,43.8,13.3
4134,1972,47,6.1,36.2,69.7
4135,1972,31,5.3,30.1,50.8
4136,1972,25,7.6,56.82,-135.68
4137,1972,10,7.1,-6.0,152.9
4138,1972,36,6.2,36.0,73.4
4139,1972,33,5.3,46.0,-1.1
4140,1972,83,6.0,37.9,22.4
4141,1972,33,6.3,38.3,20.3
4142,1972,32,7.0,-20.0,168.8
4143,1972,73,7.4,6.5,126.6
4144,1972,66,7.4,33.3,140.7
4145,1972,5,6.2,12.4,-86.1
4146,1972,60,5.4,-30.6,-71.0
4147,1973,43,7.5,18.48,-103.0
4148,1973,33,7.6,31.4,100.58
4149,1973,38,5.1,-39.58,176.57
4150,1973,8,5.7,34.1,-119.0
4151,1973,27,5.2,28.58,52.62
4152,1973,27,7.2,50.5,156.6
4153,1973,13,5.5,-34.13,150.27
4154,1973,33,7.5,13.4,122.8
4155,1973,31,5.9,11.66,43.03
4156,1973,33,6.5,10.679,-84.759
4157,1973,50,6.5,4.956,-78.144
4158,1973,48,6.5,19.936,-155.098
4159,1973,48,7.7,43.2,145.8
4160,1973,50,7.1,43.3,146.4
4161,1973,50,6.6,43.2,146.6
4162,1973,33,7.5,35.18,86.48
4163,1973,,3.5,37.66,15.167
4164,1973,84,6.2,18.27,-96.6
4165,1973,14,6.7,-32.5,-71.5
4166,1973,33,7.5,-60.82,-21.55
4167,1973,8,5.5,38.9,20.44
4168,1973,11,5.5,30.57,52.89
4169,1973,5,5.1,38.46,-28.31
4170,1973,26,5.6,35.18,23.8
4171,1973,26,7.5,-14.46,166.6
4172,1973,47,7.2,-15.12,166.9
4173,1974,98,6.3,-12.3,-76.35
4174,1974,34,7.0,-7.5,155.9
4175,1974,29,5.2,38.6,27.0
4176,1974,40,7.1,-7.4,155.6
4177,1974,24,5.0,6.89,-72.93
4178,1974,16,5.5,31.6,119.2
4179,1974,2,6.5,34.5,138.7
4180,1974,11,7.1,28.24,104.01
4181,1974,34,6.1,10.56,-63.38
4182,1974,7,4.5,44.97,15.53
4183,1974,18,5.9,-22.124,-64.638
4184,1974,33,6.7,45.14,94.03
4185,1974,12,7.3,7.75,-77.69
4186,1974,58,5.7,36.0,139.82
4187,1974,36,7.1,-38.5,-73.4
4188,1974,33,6.2,-0.28,12.92
4189,1974,43,6.7,43.2,146.7
4190,1974,13,8.1,-12.27,-77.79
4191,1974,47,7.5,17.3,-62.0
4192,1974,36,5.4,28.0,55.8
4193,1974,22,6.2,35.1,72.9
4194,1975,31,5.2,42.89,46.99
4195,1975,,5.9,-5.0,130.0
4196,1975,33,6.8,32.46,78.43
4197,1975,10,5.8,33.0,131.1
4198,1975,10,7.6,53.11,173.5
4199,1975,33,7.4,40.64,122.58
4200,1975,27,5.6,-6.7,106.7
4201,1975,27,6.1,27.5,56.26
4202,1975,4,6.9,-29.9,-71.3
4203,1975,5,6.7,40.42,26.14
4204,1975,5,6.0,42.06,-112.55
4205,1975,33,6.1,10.04,-69.75
4206,1975,7,6.1,33.19,131.3
4207,1975,6,7.7,-38.18,-73.23
4208,1975,33,7.7,35.997,-17.649
4209,1975,15,7.0,43.024,147.734
4210,1975,157,6.5,21.49,94.7
4211,1975,30,4.3,36.32,5.241
4212,1975,49,7.9,-6.59,155.054
4213,1975,44,7.7,-7.104,155.152
4214,1975,15,5.6,39.439,-121.528
4215,1975,26,6.7,38.474,40.723
4216,1975,33,5.0,31.599,51.037
4217,1975,9,7.8,-24.894,-175.119
4218,1975,50,7.6,12.54,125.993
4219,1975,113,6.1,13.843,144.754
4220,1975,2,7.7,19.451,-155.033
4221,1975,33,4.9,-18.672,178.464
4222,1975,33,7.8,-16.265,-172.467
4223,1975,19,5.5,38.628,21.798
4224,1976,33,6.4,66.16,-16.58
4225,1976,69,7.8,-29.208,-177.886
4226,1976,33,8.0,-28.427,-177.657
4227,1976,41,7.0,44.915,149.123
4228,1976,5,7.5,15.324,-89.101
4229,1976,5,5.1,14.767,-91.061
4230,1976,33,5.5,36.61,67.79
4231,1976,18,4.8,41.13,43.01
4232,1976,33,7.0,40.31,63.77
4233,1976,9,6.7,0.78,-79.8
4234,1976,44,5.5,40.89,42.85
4235,1976,9,6.5,46.356,13.275
4236,1976,10,7.0,40.38,63.47
4237,1976,8,7.3,24.57,98.953
4238,1976,10,7.4,24.531,98.71
4239,1976,45,6.4,17.4,-100.64
4240,1976,33,7.1,-4.603,140.091
4241,1976,22,6.7,7.4,-78.1
4242,1976,40,6.5,-8.17,114.888
4243,1976,33,6.2,4.96,118.31
4244,1976,23,7.5,39.57,117.98
4245,1976,26,7.4,39.664,118.401
4246,1976,33,8.0,6.292,124.09
4247,1976,22,6.8,7.249,122.939
4248,1976,3,4.9,37.7,28.89
4249,1976,16,5.5,46.28,13.157
4250,1976,10,6.0,46.302,13.197
4251,1976,17,5.9,46.32,13.13
4252,1976,33,7.1,-4.517,139.918
4253,1976,13,6.2,33.8,59.15
4254,1976,36,7.3,39.12,44.03
4255,1976,190,6.1,36.51,71.04
4256,1976,82,7.3,-20.52,-68.92
4257,1976,33,5.2,-27.953,26.653
4259,1977,33,5.2,-8.22,115.19
4260,1977,20,5.9,40.04,70.85
4261,1977,89,7.5,45.777,26.703
4262,1977,22,6.0,0.45,100.02
4263,1977,37,7.3,16.77,122.33
4264,1977,29,6.9,27.61,56.39
4265,1977,21,4.9,38.56,40.02
4266,1977,33,7.6,-16.696,-172.095
4267,1977,41,5.9,31.98,50.68
4268,1977,33,6.8,-9.828,160.323
4269,1977,19,7.6,-9.89,160.348
4270,1977,33,7.5,-9.844,160.822
4271,1977,33,8.1,-9.965,160.731
4272,1977,37,5.4,38.934,44.38
4274,1977,65,7.2,-22.878,-175.9
4275,1977,6,4.6,46.29,14.29
4276,1977,33,8.0,-11.085,118.464
4277,1977,33,5.5,-1.081,146.23
4278,1977,33,6.5,7.34,-76.3
4279,1977,33,7.2,-25.856,-175.406
4280,1977,6,5.1,42.11,23.97
4281,1977,33,4.9,36.73,55.04
4282,1977,13,7.4,-31.03,-67.77
4283,1977,31,5.8,30.95,56.47
4284,1978,14,6.6,34.809,139.259
4285,1978,33,7.7,-30.68,-177.36
4286,1978,33,4.5,39.69,39.79
4287,1978,60,6.1,38.78,141.95
4288,1978,33,5.0,38.1,16.03
4289,1978,33,5.9,29.926,66.302
4290,1978,36,6.6,17.03,-99.74
4291,1978,33,6.7,44.026,149.002
4292,1978,33,6.6,44.14,149.029
4293,1978,46,6.8,44.209,148.971
4294,1978,33,7.5,44.932,148.439
4295,1978,33,7.6,44.244,148.862
4296,1978,33,7.1,42.839,78.606
4297,1978,33,5.7,43.269,20.919
4298,1978,14,5.7,38.391,15.066
4299,1978,10,5.6,40.759,23.268
4300,1978,4,4.9,35.1,132.6
4301,1978,44,7.7,38.19,142.028
4302,1978,24,6.9,8.249,122.403
4303,1978,3,6.4,40.739,23.229
4305,1978,17,7.4,22.282,121.512
4306,1978,10,4.5,14.843,-91.022
4307,1978,58,7.0,-26.51,-70.54
4308,1978,7,5.6,34.35,-119.7
4309,1978,30,4.4,36.63,-6.871
4310,1978,8,5.3,48.29,9.01
4311,1978,33,7.8,33.386,57.434
4312,1978,7,6.8,39.35,72.61
4313,1978,18,7.7,16.01,-96.591
4314,1978,91,7.5,44.592,146.581
4315,1978,33,6.2,32.14,49.65
4316,1978,33,7.0,23.247,122.075
4317,1979,33,6.8,33.897,59.472
4318,1979,53,6.9,-16.39,-72.658
4319,1979,10,6.4,40.232,143.703
4320,1979,18,7.5,60.691,-141.671
4321,1979,49,7.6,17.813,-101.276
4322,1979,10,5.3,41.956,19.023
4323,1979,10,6.9,42.096,19.209
4324,1979,33,5.6,34.53,24.437
4325,1979,43,5.4,-8.299,115.934
4326,1979,8,6.2,42.255,18.752
4327,1979,25,5.8,-8.207,115.949
4328,1979,6,6.1,-30.812,117.179
4329,1979,189,6.2,-4.98,145.577
4330,1979,28,6.5,8.316,-82.943
4331,1979,11,5.4,31.452,119.241
4332,1979,10,4.9,39.672,28.66
4333,1979,33,5.9,41.145,108.129
4334,1979,5,7.9,-1.679,136.04
4335,1979,16,5.8,42.812,13.061
4336,1979,33,4.7,14.321,-90.082
4337,1979,33,7.5,-46.675,165.707
4338,1979,10,6.9,32.634,-115.324
4339,1979,38,6.2,-8.254,115.847
4340,1979,58,6.8,13.833,-90.881
4341,1979,62,6.1,-7.656,108.252
4342,1979,40,5.2,39.536,20.398
4343,1979,33,6.6,33.918,59.741
4344,1979,33,6.9,-16.76,-179.984
4345,1979,108,6.4,4.805,-76.217
4346,1979,10,7.5,33.962,59.726
4347,1979,33,6.0,34.033,59.817
4348,1979,33,7.7,1.598,-79.358
4349,1979,33,6.6,-3.299,102.712
4350,1979,33,6.3,-8.39,115.889
4351,1980,10,6.7,38.815,-27.78
4352,1980,11,5.9,37.855,-121.816
4353,1980,44,7.0,43.53,146.753
4354,1980,84,5.8,-8.082,108.793
4355,1980,24,4.5,40.459,15.855
4356,1980,105,5.3,14.716,-91.317
4357,1980,4,5.2,46.214,-122.194
4358,1980,9,5.8,43.294,20.837
4359,1980,7,6.1,37.6,-118.84
4360,1980,5,6.4,32.22,-114.985
4361,1980,15,6.2,34.808,139.181
4362,1980,33,7.5,-12.41,166.381
4363,1980,14,6.4,39.269,23.041
4364,1980,33,5.2,40.113,70.596
4365,1980,10,4.0,39.203,22.729
4366,1980,33,7.9,-12.525,165.916
4367,1980,62,5.4,37.19,50.201
4368,1980,8,5.1,38.174,-83.907
4369,1980,18,6.5,29.598,81.092
4370,1980,22,6.4,15.888,-88.516
4371,1980,55,5.6,-1.948,-80.017
4372,1980,25,4.9,32.913,75.633
4373,1980,33,4.8,32.834,75.629
4374,1980,73,6.0,35.45,139.964
4375,1980,32,5.6,-39.542,176.478
4376,1980,10,7.7,36.195,1.354
4377,1980,72,6.4,18.211,-98.24
4378,1980,19,7.2,41.117,-124.253
4379,1980,71,4.9,-13.347,-74.545
4380,1980,20,6.9,40.914,15.366
4381,1980,40,5.0,8.045,-72.441
4382,1980,33,5.8,34.587,50.652
4383,1980,41,5.2,34.503,50.59
4384,1981,33,6.9,38.64,142.75
4385,1981,33,6.7,-4.576,139.232
4386,1981,33,6.8,30.927,101.098
4387,1981,10,4.6,41.051,14.601
4388,1981,33,6.7,38.222,22.934
4389,1981,29,6.4,38.209,23.288
4390,1981,31,5.6,39.481,20.699
4391,1981,38,4.8,-13.144,-74.376
4392,1981,6,6.0,33.133,-115.65
4393,1981,33,7.6,-48.786,164.357
4394,1981,33,6.7,29.913,57.715
4395,1981,24,5.2,-13.166,-74.522
4396,1981,33,7.1,30.013,57.794
4397,1981,16,5.5,44.849,17.312
4398,1981,25,7.7,-14.96,-173.085
4399,1981,33,5.9,35.693,73.594
4400,1981,33,7.5,-33.134,-73.074
4401,1981,54,5.4,8.117,-72.527
4402,1981,33,7.3,18.048,-102.084
4403,1981,10,5.3,23.686,32.604
4404,1981,33,4.0,29.856,66.962
4405,1981,10,7.5,39.243,25.227
4406,1982,46,7.1,13.752,124.358
4407,1982,7,4.5,46.975,-66.659
4408,1982,6,6.0,13.158,-87.589
4409,1982,19,6.3,6.946,94.002
4410,1982,40,5.5,-6.863,106.936
4411,1982,52,5.4,4.374,97.755
4412,1982,33,6.4,-9.265,118.479
4413,1982,44,6.7,42.158,142.361
4414,1982,9,3.5,17.25,-93.21
4415,1982,95,6.1,-12.69,-76.065
4416,1982,33,4.6,36.785,105.55
4417,1982,34,7.0,16.558,-98.358
4418,1982,10,5.5,31.907,99.931
4419,1982,82,6.2,13.313,-89.339
4420,1982,37,6.8,36.194,141.702
4421,1982,31,7.5,-12.597,165.931
4422,1982,46,5.6,-8.375,120.577
4423,1982,12,5.1,14.487,-89.121
4424,1982,16,4.4,43.164,12.586
4425,1982,21,5.5,40.883,19.59
4426,1982,5,6.0,14.701,44.379
4427,1982,36,6.6,36.148,69.011
4428,1982,33,7.7,-24.133,-175.864
4429,1982,33,5.9,-8.405,123.08
4430,1982,22,6.1,33.826,139.434
4431,1983,14,7.2,38.026,20.228
4432,1983,57,6.7,16.147,-95.232
4433,1983,16,6.2,39.945,75.135
4434,1983,24,4.7,41.959,21.54
4435,1983,49,5.2,38.841,70.727
4436,1983,17,6.5,-4.056,127.924
4437,1983,89,7.6,-4.883,153.581
4438,1983,19,6.2,38.294,20.262
4439,1983,33,4.9,35.953,52.264
4440,1983,22,4.9,2.461,-76.686
4441,1983,33,4.6,39.042,48.714
4442,1983,37,7.3,8.717,-83.123
4443,1983,79,6.6,5.723,94.722
4444,1983,33,5.6,40.025,75.26
4445,1983,104,6.5,-4.843,-78.103
4446,1983,10,5.9,14.926,99.023
4447,1983,10,6.2,36.219,-120.317
4448,1983,24,7.7,40.462,139.102
4449,1983,26,5.9,40.249,138.948
4450,1983,10,6.9,41.346,139.099
4451,1983,33,6.2,9.652,-83.688
4452,1983,10,6.1,40.324,27.222
4453,1983,37,6.1,61.031,-147.286
4454,1983,41,5.0,36.948,49.18
4455,1983,10,4.2,30.349,67.84
4456,1983,2,7.0,40.142,24.766
4457,1983,25,5.3,35.5,139.07
4458,1983,63,6.5,55.867,161.287
4459,1983,29,6.5,18.231,120.86
4460,1983,10,5.1,43.246,20.859
4461,1983,12,6.0,33.941,139.513
4462,1983,15,7.3,-26.535,-70.563
4463,1983,40,6.0,1.084,121.052
4464,1983,33,6.1,1.131,120.858
4465,1983,14,7.3,43.974,-113.916
4466,1983,12,6.9,40.33,42.187
4467,1983,27,5.2,35.464,133.899
4468,1983,19,5.3,35.206,115.213
4469,1983,10,5.0,50.696,5.346
4470,1983,37,5.0,44.689,10.317
4471,1983,12,6.7,19.43,-155.454
4472,1983,10,7.6,-6.852,72.11
4473,1983,26,6.4,-5.392,151.868
4474,1983,11,6.2,11.866,-13.529
4475,1983,215,7.2,36.372,70.738
4476,1984,33,6.6,-2.823,118.806
4477,1984,33,5.8,34.616,70.484
4478,1984,18,7.5,-10.012,160.469
4479,1984,29,5.4,38.396,22.094
4480,1984,208,6.1,36.431,70.826
4481,1984,15,7.0,40.32,63.35
4482,1984,44,7.0,44.117,148.192
4483,1984,28,6.6,-4.647,145.805
4484,1984,8,6.1,37.32,-121.698
4485,1984,12,5.3,43.26,12.558
4486,1984,10,5.8,41.765,13.898
4487,1984,14,5.2,41.831,13.961
4488,1984,30,5.1,42.967,17.734
4489,1984,41,5.5,31.448,140.036
4490,1984,24,6.7,17.984,-69.338
4491,1984,13,4.7,52.878,-4.198
4492,1984,46,6.7,32.386,131.945
4493,1984,33,5.2,1.761,99.075
4494,1984,13,4.7,43.314,20.957
4495,1984,10,6.1,35.789,137.488
4496,1984,10,6.4,40.885,42.219
4497,1984,48,6.9,34.006,141.5
4498,1984,27,4.5,37.013,21.757
4499,1984,60,5.3,40.545,42.403
4500,1984,33,5.1,42.375,-105.72
4501,1984,33,6.1,39.155,71.328
4502,1984,33,7.0,56.2,163.4
4503,1984,23,5.6,24.641,92.891
4504,1985,5,6.9,-33.053,-68.467
4505,1985,37,5.3,28.399,52.997
4506,1985,40,8.0,-33.132,-71.708
4507,1985,13,6.3,17.013,-62.448
4508,1985,33,6.6,-32.663,-71.551
4509,1985,33,6.5,7.758,123.544
4510,1985,38,7.5,-34.131,-71.618
4511,1985,99,6.2,-9.245,114.185
4512,1985,5,5.8,25.926,102.871
4513,1985,33,6.1,16.498,120.815
4514,1985,27,5.5,39.266,22.81
4515,1985,27,7.1,-5.599,151.045
4516,1985,46,7.2,-4.439,152.828
4517,1985,99,6.6,36.19,70.896
4518,1985,57,6.1,-9.159,-78.887
4519,1985,7,7.5,39.431,75.224
4520,1985,10,6.3,-4.13,136.049
4521,1985,28,8.1,18.19,-102.533
4522,1985,31,7.6,17.802,-101.647
4523,1985,32,6.9,-9.829,159.854
4524,1985,7,5.0,41.581,22.254
4525,1985,5,4.5,15.299,-90.863
4526,1985,16,5.9,40.301,69.823
4527,1985,10,5.9,36.46,6.761
4528,1985,33,4.2,40.31,42.307
4529,1985,10,7.1,-1.639,134.911
4530,1985,33,7.6,-13.987,166.185
4531,1985,22,6.0,11.725,-85.838
4532,1985,43,7.6,-13.966,166.516
4533,1985,10,4.3,37.688,15.068
4534,1986,39,5.3,-9.505,-77.512
4535,1986,33,5.0,-3.904,103.461
4536,1986,16,4.7,15.075,-92.072
4537,1986,51,4.6,-13.41,-71.785
4538,1986,33,5.3,32.128,76.374
4539,1986,10,5.9,37.993,37.806
4540,1986,19,8.0,51.52,-174.776
4541,1986,10,5.7,41.431,43.737
4542,1986,18,5.2,29.627,69.363
4543,1986,26,6.4,52.327,-174.504
4544,1986,19,6.4,24.125,121.619
4545,1986,19,6.2,10.597,-62.928
4546,1986,102,7.1,-4.448,143.943
4547,1986,12,6.0,34.0,-116.61
4548,1986,10,5.6,29.962,51.582
4549,1986,6,5.8,32.97,-117.869
4550,1986,7,4.9,10.77,-69.428
4551,1986,9,6.2,37.537,-118.447
4552,1986,12,4.1,37.2,37.3
4553,1986,132,6.9,45.547,26.316
4554,1986,11,5.8,37.014,22.176
4555,1986,10,4.8,36.93,22.175
4556,1986,5,4.8,-30.546,28.737
4557,1986,7,5.4,13.827,-89.118
4558,1986,5,5.5,37.931,28.574
4559,1986,43,4.5,27.727,66.65
4560,1986,29,8.1,-28.117,-176.367
4561,1986,34,7.8,23.901,121.574
4562,1986,30,5.5,44.12,16.339
4563,1986,5,4.8,-5.494,-35.769
4564,1986,21,5.6,43.274,25.912
4565,1986,33,5.0,-33.071,-72.084
4566,1986,26,5.0,29.985,51.623
4567,1987,17,5.8,41.964,81.319
4568,1987,29,5.9,41.529,79.318
4569,1987,10,4.3,35.964,1.374
4570,1987,48,6.3,36.988,141.689
4571,1987,55,7.6,-6.088,147.689
4572,1987,19,6.6,-37.965,176.765
4573,1987,62,7.3,-24.388,-70.161
4574,1987,10,7.2,0.083,-77.785
4575,1987,54,6.7,32.034,131.837
4576,1987,23,5.1,37.447,137.865
4577,1987,107,6.3,16.066,120.301
4578,1987,11,6.6,2.244,98.866
4579,1987,32,5.2,8.047,125.41
4580,1987,41,4.6,34.076,48.266
4581,1987,75,6.3,-10.717,162.33
4582,1987,48,6.6,-14.074,167.828
4583,1987,29,4.9,24.924,115.608
4584,1987,70,6.9,-19.022,-69.991
4585,1987,37,6.4,-17.897,-70.931
4586,1987,33,7.7,-58.893,158.513
4587,1987,19,4.6,43.242,13.874
4588,1987,10,6.2,-0.978,-78.05
4589,1987,10,5.7,34.061,-118.078
4590,1987,20,5.1,-8.143,-77.954
4591,1987,8,4.8,34.07,-118.1
4592,1987,16,7.3,-17.94,-172.225
4593,1987,25,6.8,-7.288,154.371
4594,1987,48,7.7,-6.266,149.06
4595,1987,10,7.2,58.586,-143.27
4596,1987,5,6.2,33.082,-115.775
4597,1987,33,6.5,-8.247,124.155
